11610237,07/23/2012 09:56:46,1283414,03/21/2012 12:58:03,1,1,"In GEF bendpoints, how can i retrieve point from first and second dimension?","i have two dimensions, first (width, height) and second(width1, height1). how can i retrieve a Point(x,y) from dimensions???",eclipse-plugin,eclipse-rcp,,,,,open
9131744,02/03/2012 16:12,1146408,01/12/2012 20:44,1,0,Is It Possible to Create CSV File with Multiple Tabs in Command Prompt?,"I'm looking to create a .csv file that can be opened in Excel that displays 2 tabs. However, the catch is that the script that I write has to be in a batch file (command prompt). I've seen a few ways to do this online, but they're all JAVA programs. I'm not sure about doing this in command prompt

Is this even possible?",shell,command-line,csv,batch,,02/06/2012 18:30,off topic
2047987,01/12/2010 09:50,27840,10/14/2008 13:22:02,79,5,How to write shellextension contextmenuitem in codegear c++ 2010,"I'm looking for some examples for writing a shell extension in codegear 2010 (2007 and 2009 would also probably be relevant) so I can rightclick a file in explorer and get the filepath in my vcl program.
I have followed [this][1] tutorial but it's from 2001 and I have some trouble to get it to work. With that means I cant get it to call my methods (initialize , QueryContextMenu etc.).


  [1]: http://edn.embarcadero.com/article/26650",codegear,shell-extensions,contextmenu,c++,c++builder,,open
8341885,12/01/2011 13:05,416552,08/10/2010 19:51,251,3,How to add special character's like & > in xml file using java-script,"I am generating a xml code using java script, it works file if there is no special character in xml, otherwise it will generate message ""invalid xml"",

I tried to **replace some special character's like 

**xmlData=xmlData.replaceAll("">"",""&gt;"");
xmlData=xmlData.replaceAll(""&"",""&amp;"");
but it doesn't work.**

for example:
<category label='ARR Builders & Developers'>

please reply me if anyone have some solution for this

thanks",javascript,xml,,,,,open
11200627,06/26/2012 04:05:14,1436488,06/05/2012 04:13,1,0,How VPN spliting Done in .Net Using C#,"I wants to use a certain browser or an application to send and receive traffic through VPN tunnel while the rest of the traffic is required to travel through the local ISP.


Please Help me",c#,.net,vpn,,,06/27/2012 11:45:19,off topic
6984871,08/08/2011 15:55,884395,08/08/2011 15:54,1,0,Cell colors in a GWT CellTable,"I'm using a CellTable and would like to programatically change the background color of certain cells in some situations. I tried it with an Custom Cell as described in the documentation and changed the background color with

    sb.appendHtmlConstant (""<div style=\""background-color:blue;\"">"");
    sb.append (safeValue);
    sb.appendHtmlConstant (""</div>"");

This basically works, but seems to be quite slow. Is there a better way to do this?",gwt,gwt-2.2-celltable,,,,,open
8589517,12/21/2011 12:03:43,383731,07/05/2010 13:30,76,20,Sequential CSS3 animation,"I'm wondering if it is possible to fade in a list of items sequentially using CSS3 only?

HTML would be something like this: 

    <ul>
        <li>item 1</li>
        <li>item 2</li>
        <li>item 3</li>
        <li>item 4</li>
        <li>item 5</li>

        <li>item 6</li>
        <li>item 7</li>
        <li>item 8</li>
        <li>item 9</li>
        <li>item 10</li>

        <li>item 11</li>
        <li>item 12</li>
        <li>item 13</li>
        <li>item 14</li>
        <li>item 15</li>
    </ul>

And when the UL gets the class ""fadeout"" it would be cool if first ""item1"" fades out (during 2 seconds) once this is finished fade out the next one(""item2"") and so on until all items are faded out.

I know how to do this using jQuery but it would be nice if this was possible using CSS3 only? Any ideas if this could be possible?

Thx! ",animation,css3,sequential,,,,open
8784855,01/09/2012 06:55,281839,02/26/2010 06:30:28,407,3,can a strong name assambly be used only by a strongly name assambly?,"Can a strongly name assembly be used by a strongly name assembly ? I want to know if I signed an asambly as strongly named will it not possible to be used by a simple assambly ?  Please guide how to sign a assambly as strongly named ?

thanks",c#,.net,visual-studio,visual-studio-2008,,01/09/2012 10:39,not a real question
8548243,12/17/2011 22:06:37,224907,12/04/2009 16:31,244,21,ARC error: init methods must return a type related to the receiver type [4],"Whats wrong with this code under ARC? I get above error:

    
    - (Moment *)initMoment:(BOOL)insert {
    
    if (insert) {
        self.moment = [NSEntityDescription insertNewObjectForEntityForName:@""Moment"" inManagedObjectContext:self.managedObjectContext];
      } else {
        self.moment = [NSEntityDescription insertNewObjectForEntityForName:@""Moment"" inManagedObjectContext:nil];
      }
    return self.moment;
    }",ios5,initialization,arc,,,,open
5182954,03/03/2011 15:40,512002,11/18/2010 10:56:50,81,5,Problem with deploying django application on mod_wsgi,"I seem to have a problem deploying django with mod_wsgi. In the past I've used mod_python but I want to make the change. I have been using Graham Dumpleton notes here [http://code.google.com/p/modwsgi/wiki/IntegrationWithDjango][1][1], but it still seem to not work. I get a Internal Server Error.


`django.wsgi file:`

    import os
    import sys
    
    sys.path.append('/var/www/html')
    sys.path.append('/var/www/html/c2duo_crm')
    
    os.environ['DJANGO_SETTINGS_MODULE'] = 'c2duo_crm.settings'
    import django.core.handlers.wsgi
    application = django.core.handlers.wsgi.WSGIHandler()

    WSGIScriptAlias / /var/www/html/c2duo_crm/apache/django.wsgi
 
`Apache httpd file:`   

    <Directory /var/www/html/c2duo_crm/apache>
    Order allow,deny
    Allow from all
    </Directory>

In my apache error log, it says I have this error This is not all of it, but I've got the most important part:

    [Errno 13] Permission denied: '/.python-eggs'
    [Thu Mar 03 14:59:25 2011] [error] [client 127.0.0.1]
    [Thu Mar 03 14:59:25 2011] [error] [client 127.0.0.1] The Python egg cache directory is currently set to:
    [Thu Mar 03 14:59:25 2011] [error] [client 127.0.0.1]
    [Thu Mar 03 14:59:25 2011] [error] [client 127.0.0.1]   /.python-eggs
    [Thu Mar 03 14:59:25 2011] [error] [client 127.0.0.1]
    [Thu Mar 03 14:59:25 2011] [error] [client 127.0.0.1] Perhaps your account does not have write access to this directory?  You can
    [Thu Mar 03 14:59:25 2011] [error] [client 127.0.0.1] change the cache directory by setting the PYTHON_EGG_CACHE environment
    [Thu Mar 03 14:59:25 2011] [error] [client 127.0.0.1] variable to point to an accessible directory.

 


  [1]: http://code.google.com/p/modwsgi/wiki/IntegrationWithDjango][1",python,django,apache,deployment,mod-wsgi,11/22/2011 07:59:36,off topic
